Order ID,Order Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Category,Sub-Category,Product Name,Unit Price,Quantity,Discount,Sales,Profit
ORD-00815,2021-03-01,Standard Class,CUST-0225,Customer_225,Corporate,Louisiana_City4,Louisiana,South,Technology,Phones,Nokia G50,314.79,4,0.2,1007.33,168.9
ORD-00907,2021-03-01,Standard Class,CUST-0184,Customer_184,Consumer,Virginia_City2,Virginia,East,Furniture,Tables,Standing Desk,477.13,2,0.05,906.55,140.92
ORD-00515,2021-03-01,Second Class,CUST-0136,Customer_136,Consumer,Illinois_City3,Illinois,Central,Technology,Computers,Dell Laptop,308.27,4,0.0,1233.08,254.08
ORD-00011,2021-03-03,First Class,CUST-0100,Customer_100,Corporate,New Jersey_City5,New Jersey,East,Furniture,Chairs,Ergonomic Chair,967.42,1,0.0,967.42,102.58
ORD-00551,2021-03-05,Standard Class,CUST-0252,Customer_252,Corporate,New Jersey_City5,New Jersey,East,Furniture,Furnishings,Lamp Set,788.01,3,0.4,1418.42,140.87
ORD-00173,2021-03-06,Same Day,CUST-0054,Customer_54,Consumer,North Carolina_City2,North Carolina,South,Office Supplies,Art,Marker Set,155.33,4,0.3,434.92,56.48
ORD-00073,2021-03-07,First Class,CUST-0157,Customer_157,Corporate,Pennsylvania_City1,Pennsylvania,East,Technology,Copiers,Canon Copier,1688.34,9,0.2,12156.05,2509.01
ORD-00010,2021-03-07,Standard Class,CUST-0088,Customer_88,Consumer,California_City2,California,West,Furniture,Chairs,Executive Chair,1179.84,2,0.0,2359.68,346.41
ORD-00728,2021-03-08,Standard Class,CUST-0056,Customer_56,Consumer,North Carolina_City5,North Carolina,South,Technology,Accessories,Webcam HD,1239.12,8,0.0,9912.96,1707.91
ORD-00970,2021-03-10,Standard Class,CUST-0128,Customer_128,Home Office,Oregon_City4,Oregon,West,Technology,Copiers,HP LaserJet,508.93,9,0.0,4580.37,691.33
ORD-00322,2021-03-15,Standard Class,CUST-0215,Customer_215,Consumer,Oregon_City1,Oregon,West,Office Supplies,Storage,Shelf Rack,182.4,7,0.0,1276.8,134.47
ORD-00895,2021-03-15,Standard Class,CUST-0289,Customer_289,Consumer,Georgia_City4,Georgia,South,Technology,Phones,Samsung Galaxy,222.72,7,0.1,1403.14,222.05
ORD-00871,2021-03-17,Same Day,CUST-0179,Customer_179,Corporate,Alabama_City2,Alabama,South,Technology,Copiers,Xerox WorkCentre,873.63,5,0.0,4368.15,711.65
ORD-00789,2021-03-17,Standard Class,CUST-0152,Customer_152,Consumer,North Carolina_City1,North Carolina,South,Office Supplies,Storage,Storage Box,62.37,7,0.0,436.59,81.25
ORD-00376,2021-03-20,First Class,CUST-0278,Customer_278,Corporate,New Jersey_City1,New Jersey,East,Technology,Computers,MacBook Pro,251.57,6,0.0,1509.42,270.8
ORD-00351,2021-03-21,Standard Class,CUST-0145,Customer_145,Consumer,Louisiana_City3,Louisiana,South,Technology,Phones,iPhone 14,1694.03,3,0.1,4573.88,1169.92
ORD-00967,2021-03-22,Standard Class,CUST-0294,Customer_294,Consumer,Ohio_City2,Ohio,Central,Technology,Phones,Nokia G50,913.51,4,0.0,3654.04,874.74
ORD-00330,2021-03-23,Second Class,CUST-0058,Customer_58,Corporate,Missouri_City3,Missouri,Central,Furniture,Bookcases,Oak Bookcase,439.9,3,0.0,1319.7,213.48
ORD-00256,2021-03-23,First Class,CUST-0038,Customer_38,Consumer,New York_City5,New York,East,Furniture,Bookcases,5-Shelf Unit,631.33,6,0.15,3219.78,137.09
ORD-00758,2021-03-23,Second Class,CUST-0013,Customer_13,Consumer,Alabama_City3,Alabama,South,Technology,Accessories,Keyboard Wireless,1502.51,2,0.05,2854.77,516.43
ORD-00550,2021-03-24,Second Class,CUST-0203,Customer_203,Corporate,North Carolina_City5,North Carolina,South,Office Supplies,Binders,3-Ring Binder,9.68,4,0.0,38.72,5.12
ORD-00767,2021-03-24,First Class,CUST-0228,Customer_228,Corporate,Louisiana_City2,Louisiana,South,Technology,Accessories,Webcam HD,1217.81,4,0.0,4871.24,1091.84
ORD-00579,2021-03-26,Second Class,CUST-0228,Customer_228,Corporate,Virginia_City1,Virginia,East,Furniture,Furnishings,Rug,810.22,9,0.15,6198.18,682.64
ORD-00327,2021-03-27,Standard Class,CUST-0190,Customer_190,Consumer,California_City4,California,West,Technology,Copiers,Canon Copier,1066.17,6,0.2,5117.62,1203.89
ORD-00037,2021-03-30,Second Class,CUST-0274,Customer_274,Corporate,North Carolina_City4,North Carolina,South,Office Supplies,Storage,Shelf Rack,5.14,5,0.0,25.7,3.3
ORD-00864,2021-03-31,Standard Class,CUST-0042,Customer_42,Consumer,Illinois_City4,Illinois,Central,Office Supplies,Binders,Portfolio,15.29,8,0.1,110.09,21.02
ORD-00310,2021-04-01,Standard Class,CUST-0170,Customer_170,Consumer,Alabama_City5,Alabama,South,Furniture,Tables,Round Table,266.88,8,0.0,2135.04,261.49
ORD-00387,2021-04-01,Standard Class,CUST-0094,Customer_94,Consumer,Virginia_City4,Virginia,East,Office Supplies,Paper,Cardstock,174.09,7,0.0,1218.63,272.79
ORD-00675,2021-04-04,Same Day,CUST-0126,Customer_126,Corporate,Oregon_City5,Oregon,West,Technology,Computers,MacBook Pro,741.98,9,0.15,5676.15,911.94
ORD-00046,2021-04-04,Standard Class,CUST-0206,Customer_206,Home Office,Pennsylvania_City4,Pennsylvania,East,Furniture,Furnishings,Wall Art,824.12,7,0.15,4903.51,604.8
ORD-00436,2021-04-05,Same Day,CUST-0115,Customer_115,Consumer,New Jersey_City1,New Jersey,East,Technology,Phones,Nokia G50,1144.5,1,0.0,1144.5,288.27
ORD-00908,2021-04-05,Second Class,CUST-0015,Customer_15,Consumer,Nevada_City5,Nevada,West,Technology,Copiers,Canon Copier,335.04,2,0.4,402.05,70.16
ORD-00097,2021-04-07,Standard Class,CUST-0172,Customer_172,Consumer,Oregon_City4,Oregon,West,Technology,Accessories,Keyboard Wireless,598.02,5,0.2,2392.08,499.33
ORD-00957,2021-04-11,Second Class,CUST-0137,Customer_137,Consumer,Florida_City4,Florida,East,Technology,Computers,MacBook Pro,511.88,7,0.1,3224.84,819.54
ORD-00241,2021-04-13,Second Class,CUST-0163,Customer_163,Consumer,Illinois_City4,Illinois,Central,Technology,Accessories,USB Hub,287.26,2,0.0,574.52,118.58
ORD-00455,2021-04-13,Standard Class,CUST-0037,Customer_37,Consumer,North Carolina_City4,North Carolina,South,Furniture,Furnishings,Curtains,518.67,9,0.0,4668.03,675.56
ORD-00531,2021-04-13,Same Day,CUST-0141,Customer_141,Corporate,Washington_City2,Washington,West,Office Supplies,Binders,Clip Binder,139.29,9,0.0,1253.61,194.58
ORD-00213,2021-04-14,Standard Class,CUST-0144,Customer_144,Consumer,North Carolina_City1,North Carolina,South,Furniture,Furnishings,Lamp Set,315.71,8,0.15,2146.83,116.44
ORD-00306,2021-04-15,Same Day,CUST-0299,Customer_299,Consumer,New York_City3,New York,East,Furniture,Tables,Conference Table,996.34,1,0.0,996.34,54.36
ORD-00688,2021-04-16,Standard Class,CUST-0195,Customer_195,Consumer,Michigan_City3,Michigan,Central,Office Supplies,Art,Whiteboard,125.18,2,0.15,212.81,46.13
ORD-00807,2021-04-16,Second Class,CUST-0203,Customer_203,Consumer,Texas_City5,Texas,Central,Technology,Copiers,Xerox WorkCentre,501.16,4,0.0,2004.64,410.23
ORD-00546,2021-04-17,Second Class,CUST-0173,Customer_173,Consumer,New York_City2,New York,East,Office Supplies,Art,Color Pencils,123.83,8,0.3,693.45,113.17
ORD-00696,2021-04-20,Second Class,CUST-0005,Customer_5,Consumer,New Jersey_City5,New Jersey,East,Technology,Computers,Dell Laptop,945.11,2,0.3,1323.15,336.13
ORD-00194,2021-04-21,First Class,CUST-0097,Customer_97,Home Office,Michigan_City1,Michigan,Central,Technology,Phones,Nokia G50,912.99,2,0.1,1643.38,275.9
ORD-00801,2021-04-22,Second Class,CUST-0004,Customer_4,Consumer,New Jersey_City4,New Jersey,East,Technology,Accessories,Webcam HD,709.0,5,0.1,3190.5,699.55
ORD-00676,2021-04-22,First Class,CUST-0235,Customer_235,Consumer,Louisiana_City5,Louisiana,South,Technology,Accessories,Keyboard Wireless,909.84,5,0.2,3639.36,757.58
ORD-00910,2021-04-25,Standard Class,CUST-0136,Customer_136,Home Office,New York_City5,New York,East,Office Supplies,Paper,Glossy Paper,187.12,7,0.0,1309.84,212.38
ORD-00071,2021-04-25,Standard Class,CUST-0188,Customer_188,Consumer,New York_City2,New York,East,Office Supplies,Paper,Recycled Paper,123.16,7,0.0,862.12,117.62
ORD-00246,2021-04-27,Standard Class,CUST-0289,Customer_289,Corporate,Tennessee_City4,Tennessee,South,Office Supplies,Envelopes,Bubble Wrap,7.68,9,0.0,69.12,9.34
ORD-00240,2021-04-28,Standard Class,CUST-0194,Customer_194,Consumer,New York_City3,New York,East,Office Supplies,Labels,Sticky Notes,26.91,9,0.1,217.97,25.85
ORD-00138,2021-04-29,Second Class,CUST-0044,Customer_44,Consumer,Nevada_City1,Nevada,West,Office Supplies,Paper,Recycled Paper,63.57,4,0.0,254.28,38.24
ORD-00237,2021-04-30,First Class,CUST-0112,Customer_112,Consumer,Arizona_City1,Arizona,West,Technology,Phones,Nokia G50,798.11,9,0.0,7182.99,1033.51
ORD-00170,2021-05-01,Standard Class,CUST-0002,Customer_2,Corporate,Michigan_City3,Michigan,Central,Technology,Phones,Nokia G50,1122.05,9,0.1,9088.6,1554.64
ORD-00223,2021-05-01,Second Class,CUST-0099,Customer_99,Consumer,New York_City3,New York,East,Furniture,Bookcases,Metal Shelf,565.89,1,0.3,396.12,60.79
ORD-00744,2021-05-03,Standard Class,CUST-0227,Customer_227,Corporate,North Carolina_City1,North Carolina,South,Office Supplies,Art,Color Pencils,51.05,4,0.15,173.57,31.43
ORD-00712,2021-05-04,Second Class,CUST-0121,Customer_121,Corporate,North Carolina_City2,North Carolina,South,Furniture,Furnishings,Wall Art,831.7,9,0.2,5988.24,933.9
ORD-00196,2021-05-05,Standard Class,CUST-0124,Customer_124,Consumer,Georgia_City5,Georgia,South,Furniture,Chairs,Ergonomic Chair,655.2,8,0.15,4455.36,690.19
ORD-00238,2021-05-05,Standard Class,CUST-0099,Customer_99,Home Office,Arizona_City4,Arizona,West,Office Supplies,Paper,Recycled Paper,152.76,4,0.0,611.04,72.62
ORD-00497,2021-05-08,First Class,CUST-0146,Customer_146,Corporate,Washington_City4,Washington,West,Office Supplies,Art,Whiteboard,63.2,5,0.3,221.2,45.53
ORD-00102,2021-05-11,Standard Class,CUST-0131,Customer_131,Consumer,California_City2,California,West,Office Supplies,Envelopes,Bubble Wrap,25.58,1,0.15,21.74,4.51
ORD-00163,2021-05-12,Standard Class,CUST-0295,Customer_295,Consumer,Oregon_City3,Oregon,West,Furniture,Tables,Folding Table,1008.28,9,0.05,8620.79,1075.69
ORD-00491,2021-05-12,Standard Class,CUST-0122,Customer_122,Corporate,Michigan_City3,Michigan,Central,Office Supplies,Art,Sketch Pad,33.91,1,0.3,23.74,2.64
ORD-00692,2021-05-14,Second Class,CUST-0061,Customer_61,Corporate,Washington_City4,Washington,West,Technology,Phones,Google Pixel,1273.39,6,0.0,7640.34,1094.27
ORD-00077,2021-05-16,First Class,CUST-0129,Customer_129,Consumer,Ohio_City4,Ohio,Central,Furniture,Furnishings,Lamp Set,187.95,1,0.0,187.95,18.91
ORD-00172,2021-05-19,Standard Class,CUST-0220,Customer_220,Consumer,Virginia_City2,Virginia,East,Office Supplies,Binders,3-Ring Binder,15.9,9,0.0,143.1,28.83
ORD-00251,2021-05-20,Standard Class,CUST-0033,Customer_33,Consumer,Michigan_City5,Michigan,Central,Furniture,Chairs,Guest Chair,329.91,2,0.0,659.82,35.67
ORD-00281,2021-05-21,Standard Class,CUST-0280,Customer_280,Home Office,Nevada_City2,Nevada,West,Furniture,Bookcases,Oak Bookcase,1174.27,2,0.05,2231.11,247.36
ORD-00896,2021-05-21,Second Class,CUST-0254,Customer_254,Corporate,Oregon_City1,Oregon,West,Office Supplies,Storage,Shelf Rack,26.75,8,0.0,214.0,46.89
ORD-00250,2021-05-21,Same Day,CUST-0128,Customer_128,Corporate,Arizona_City1,Arizona,West,Office Supplies,Binders,3-Ring Binder,9.44,7,0.0,66.08,10.22
ORD-00549,2021-05-21,Standard Class,CUST-0213,Customer_213,Consumer,Washington_City5,Washington,West,Office Supplies,Storage,Filing Cabinet,5.31,4,0.4,12.74,2.77
ORD-00584,2021-05-22,Standard Class,CUST-0220,Customer_220,Corporate,Georgia_City3,Georgia,South,Furniture,Chairs,Mesh Chair,468.62,2,0.0,937.24,121.37
ORD-00143,2021-05-22,Standard Class,CUST-0225,Customer_225,Corporate,Arizona_City4,Arizona,West,Furniture,Tables,Round Table,858.69,4,0.1,3091.28,453.42
ORD-00841,2021-05-23,Standard Class,CUST-0094,Customer_94,Consumer,Florida_City5,Florida,East,Technology,Computers,Lenovo ThinkPad,787.15,3,0.0,2361.45,498.46
ORD-00365,2021-05-23,Standard Class,CUST-0290,Customer_290,Home Office,Arizona_City2,Arizona,West,Office Supplies,Labels,Color Dot Labels,75.06,7,0.0,525.42,100.93
ORD-00045,2021-05-23,Standard Class,CUST-0035,Customer_35,Corporate,Virginia_City4,Virginia,East,Furniture,Tables,Conference Table,893.1,4,0.05,3393.78,164.41
ORD-00394,2021-05-24,Second Class,CUST-0254,Customer_254,Home Office,New York_City4,New York,East,Furniture,Tables,Standing Desk,908.86,5,0.0,4544.3,197.6
ORD-00169,2021-05-26,Standard Class,CUST-0113,Customer_113,Consumer,Texas_City3,Texas,Central,Technology,Phones,iPhone 14,1369.26,4,0.0,5477.04,1221.12
ORD-00733,2021-05-26,First Class,CUST-0216,Customer_216,Consumer,Pennsylvania_City4,Pennsylvania,East,Furniture,Tables,Round Table,782.96,6,0.1,4227.98,449.3
ORD-00175,2021-05-26,First Class,CUST-0225,Customer_225,Corporate,Texas_City4,Texas,Central,Technology,Copiers,Xerox WorkCentre,1507.43,2,0.0,3014.86,705.67
ORD-00743,2021-05-27,Standard Class,CUST-0294,Customer_294,Consumer,Washington_City1,Washington,West,Office Supplies,Binders,Clip Binder,111.18,9,0.0,1000.62,189.22
ORD-00061,2021-05-27,Same Day,CUST-0252,Customer_252,Home Office,Texas_City5,Texas,Central,Furniture,Bookcases,Metal Shelf,322.29,3,0.2,773.5,112.29
ORD-00271,2021-05-29,Standard Class,CUST-0049,Customer_49,Corporate,Illinois_City4,Illinois,Central,Furniture,Chairs,Ergonomic Chair,527.51,6,0.0,3165.06,483.45
ORD-00439,2021-05-30,First Class,CUST-0114,Customer_114,Corporate,Pennsylvania_City1,Pennsylvania,East,Office Supplies,Envelopes,Business Envelope,93.66,7,0.3,458.93,81.59
ORD-00275,2021-05-31,First Class,CUST-0158,Customer_158,Corporate,Ohio_City2,Ohio,Central,Office Supplies,Storage,Storage Box,173.54,4,0.1,624.74,104.72
ORD-00695,2021-06-01,Standard Class,CUST-0277,Customer_277,Consumer,Nevada_City4,Nevada,West,Furniture,Furnishings,Lamp Set,931.32,6,0.3,3911.54,161.21
ORD-00936,2021-06-01,Standard Class,CUST-0104,Customer_104,Consumer,North Carolina_City2,North Carolina,South,Technology,Accessories,Webcam HD,1683.56,6,0.0,10101.36,1830.81
ORD-00721,2021-06-03,Same Day,CUST-0257,Customer_257,Consumer,Oregon_City1,Oregon,West,Technology,Computers,HP Spectre,1428.71,6,0.3,6000.58,861.87
ORD-00884,2021-06-03,Second Class,CUST-0067,Customer_67,Corporate,Florida_City1,Florida,East,Technology,Computers,Dell Laptop,1784.58,1,0.05,1695.35,449.59
ORD-00210,2021-06-04,Same Day,CUST-0099,Customer_99,Corporate,Missouri_City1,Missouri,Central,Furniture,Furnishings,Rug,715.23,5,0.1,3218.54,454.82
ORD-00991,2021-06-04,Standard Class,CUST-0189,Customer_189,Home Office,Illinois_City4,Illinois,Central,Furniture,Chairs,Ergonomic Chair,802.66,2,0.3,1123.72,83.25
ORD-00320,2021-06-04,Standard Class,CUST-0092,Customer_92,Consumer,Georgia_City5,Georgia,South,Office Supplies,Envelopes,Padded Mailer,34.79,9,0.2,250.49,27.03
ORD-00574,2021-06-05,Standard Class,CUST-0186,Customer_186,Home Office,Pennsylvania_City4,Pennsylvania,East,Furniture,Bookcases,5-Shelf Unit,463.57,2,0.0,927.14,94.26
ORD-00478,2021-06-08,Standard Class,CUST-0069,Customer_69,Consumer,Alabama_City5,Alabama,South,Furniture,Bookcases,Metal Shelf,1070.97,7,0.0,7496.79,400.81
ORD-00041,2021-06-11,Standard Class,CUST-0265,Customer_265,Consumer,Missouri_City3,Missouri,Central,Furniture,Tables,Round Table,120.59,7,0.0,844.13,38.8
ORD-00922,2021-06-11,Standard Class,CUST-0283,Customer_283,Corporate,Florida_City5,Florida,East,Office Supplies,Envelopes,Business Envelope,152.32,5,0.4,456.96,60.64
ORD-00140,2021-06-11,Standard Class,CUST-0128,Customer_128,Consumer,Louisiana_City1,Louisiana,South,Office Supplies,Storage,Shelf Rack,171.87,5,0.2,687.48,156.72
ORD-00049,2021-06-13,Standard Class,CUST-0002,Customer_2,Corporate,North Carolina_City3,North Carolina,South,Technology,Computers,HP Spectre,1038.51,8,0.05,7892.68,1482.28
ORD-00889,2021-06-14,Standard Class,CUST-0157,Customer_157,Consumer,Alabama_City3,Alabama,South,Office Supplies,Binders,Clip Binder,103.59,2,0.3,145.03,20.94
ORD-00248,2021-06-14,Standard Class,CUST-0135,Customer_135,Consumer,Florida_City4,Florida,East,Office Supplies,Labels,Color Dot Labels,26.7,2,0.15,45.39,8.98
ORD-00757,2021-06-14,Second Class,CUST-0145,Customer_145,Corporate,Virginia_City4,Virginia,East,Office Supplies,Art,Whiteboard,26.21,2,0.0,52.42,7.56
ORD-00484,2021-06-15,Standard Class,CUST-0057,Customer_57,Consumer,Pennsylvania_City1,Pennsylvania,East,Furniture,Chairs,Executive Chair,760.11,8,0.15,5168.75,295.76
ORD-00717,2021-06-16,Second Class,CUST-0048,Customer_48,Consumer,Arizona_City3,Arizona,West,Technology,Accessories,USB Hub,960.53,3,0.0,2881.59,740.72
ORD-00257,2021-06-17,Standard Class,CUST-0230,Customer_230,Corporate,Oregon_City4,Oregon,West,Office Supplies,Storage,Shelf Rack,147.34,2,0.4,176.81,39.75
ORD-00543,2021-06-17,Standard Class,CUST-0044,Customer_44,Corporate,Florida_City1,Florida,East,Office Supplies,Art,Whiteboard,128.21,6,0.5,384.63,73.97
ORD-00526,2021-06-21,Standard Class,CUST-0202,Customer_202,Corporate,Virginia_City5,Virginia,East,Technology,Phones,Nokia G50,374.88,7,0.0,2624.16,494.29
ORD-00425,2021-06-23,Standard Class,CUST-0285,Customer_285,Consumer,Tennessee_City4,Tennessee,South,Furniture,Tables,Conference Table,1012.88,6,0.0,6077.28,804.16
ORD-00700,2021-06-24,Same Day,CUST-0001,Customer_1,Corporate,Nevada_City5,Nevada,West,Technology,Computers,Lenovo ThinkPad,949.24,5,0.15,4034.27,715.06
ORD-00141,2021-06-25,Standard Class,CUST-0231,Customer_231,Corporate,Virginia_City2,Virginia,East,Office Supplies,Envelopes,Kraft Envelope,9.23,5,0.0,46.15,7.69
ORD-00626,2021-06-25,First Class,CUST-0051,Customer_51,Consumer,Virginia_City4,Virginia,East,Furniture,Furnishings,Rug,650.06,6,0.15,3315.31,413.69
ORD-00605,2021-06-27,Standard Class,CUST-0282,Customer_282,Corporate,Texas_City4,Texas,Central,Technology,Phones,Samsung Galaxy,823.31,2,0.3,1152.63,197.73
